id,FULL_NAME,REGION,CITY,DISTRICT,LOCALITY,CLASS_OF_ROAD,ROAD_CATEGORY,LENGTH_POPIKETNO,ROADWAY_WIDTH,RANKS,COATING,COST,TRAFFIC_INTENSITY,TOP_SPEED,THROUGHPUT,ROAD_PART,CORE_NETWORK,VALUE_OF_THE_ROAD,DATA_CONFIRMATION,CONFIRM_USER,PLANNING_STRUCTURE,CATEGORY_SNIP,EMERGENCY_SECTION,ROAD_PART_OVERLOADED,CRITERION,DATA_EXPL,SQUARE,LOCATION_START,INTERNATIONAL,IDENTIFICATION_NUMBER_SECTION,NORM_PERCENTAGE,TIME_CONFIRMATION,SUBGRADE_WIDTH,HUMIDIFICATION_COND,OSTATOK,IS_CHECKED,UCHET_NUMBER,CLIMATIC_ZONE,BALANCE_STOIM,INTRACITY_TERRITORY,MESSAGE,geometry
200004711,ул Гагарина (000+000 - 1+850),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200007578,от х Колесники до х Громленовский (0+000 - 6+574),,,,,,,,,,,,,,,,,,,,,,,,,,29583.0,,,,,,,,,,,,0.0,,,
200008127,"""Курск - Борисоглебск"" - Кшенский - граница Липецкой области"" - Кшень - Панское"" - Мансурово (0+000 - 3+642)",,,,,,,,,,,,,,,,,,,,,,,,,,20362.0,,,,,,,,,,,,21777.822,,,
200008869,пер Природный (0+000 - 0+220),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200012414,Подъезд к п. Овражный от п. Крепинский (в границах п. Крепинский) (0+000 - 2+594),,,,,,,,,,,,,,,,,,,,,,,,,,15564.0,,,,,,,,,,,,1.0,,,
200015800,ул Центральная (0+000 - 0+900),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200020321,ул Жуковского (0+000 - 0+502),,,,,,,,,,,,,,,,,,,,,,,,,,2091.0,,,,,,,,,,,,1.0,,,
200022804,пер Юбилейный (0+000 - 0+140),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200024483,ул Почтовая (0+000 - 1+400),,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,0.1,,,
200027550,ул Школьная (0+000 - 0+550),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200027767,"Подъезд к ""Генетическому центру ""Корова и телёнок"" на 2400 голов в Троицком районе ООО АПО ""Казачья станица"" (0+000 - 3+984)",,,,,,,,,,,,,,,,,,,,,,,,,,23.90,,,,,,,,,,,,1.0,,,
200027932,"Московская область, городской округ Чехов, д. Бутырки (0000+000 - 0000+800)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200028324,ул Тенистая (0+000 - 1+200),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200031108,ул. Луговая (0+000 - 0+300),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200031269,Внутрепоселковая  дорога на кладбище (0+000 - 0+500),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200032598,ул Советов (0+000 - 2+365),,,,,,,,,,,,,,,,,,,,,,,,,,10660.0,,,,,,,,,,,,0.001,,,
200032770,"А-104 ""Москва - Дмитров - Дубна"" - Поведники (0+000 - 7+090)",,,,,,,,,,,,,,,,,,,,,,,,,,42399.0,,,,,,,,,,,,1.0,,,
200034700,пер Ледовый (0+000 - 0+220),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200035571,ул Калинина (0+000 - 0+800),,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,,,,,,,,,,,,120.71,,,
200036257,"Натальевка - Питим - граница Воронежской области - подъезд к СК ""Натальевский"" (0+000 - 1+800)",,,,,,,,,,,,,,,,,,,,,,,,,,10800.0,,,,,,,,,,,,4884.0,,,
200037218,Подъезд к зимней ледовой переправе (0+000 - 7+000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200037615,ул Мостовая (0+000 - 0+600),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200037718,ул Западная (0+000 - 0+391),,,,,,,,,,,,,,,,,,,,,,,,,,1173.0,,,,,,,,,,,,1.0,,,
200037926,Подъезд к п. Овражный от п. Крепинский (в границах п. Овражный) (0+000 - 0+154),,,,,,,,,,,,,,,,,,,,,,,,,,924.0,,,,,,,,,,,,1.0,,,
200038042,2 проезд от ул. Центральная до ул. Набережная (0+000 - 0+200),,,,,,,,,,,,,,,,,,,,,,,,,,800.0,,,,,,,,,,,,,,,
200038474,ул. Карьерная 2,Иркутская область,,р-н Шелеховский,д Олха,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,0.485,3,1,"Из щебня, гравия и песка, обработанных вяжущими",,45.0,60,100,,,автомобильная дорога местного значения,17.07.2024,Венедиктова Ольга Викторовна,,Улицы и дороги местного значения - улицы в зонах жилой застройки,,,,01.01.2010,1455.0,0+000,,25 255 807 ОП МП 42,,16:46:56,,тип 2,0.001,1,42,I,0.001,,,"LINESTRING (11589909.831736017 6828881.490623141, 11589814.28545066 6828824.162851927, 11589680.520651162 6828764.446423579, 11589568.253765868 6828709.507309499, 11589477.484794779 6828676.066109624, 11589381.938509423 6828606.795052741, 11589338.942681013 6828597.240424206, 11589252.951024191 6828599.629081339, 11589188.457281576 6828618.73833841)"
200038475,ул. Клубная,Иркутская область,,р-н Шелеховский,д Олха,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,0.898,,2,"Из щебня, гравия и песка, обработанных вяжущими",,90.0,60,100,,,автомобильная дорога местного значения,19.08.2024,Венедиктова Ольга Викторовна,,Улицы и дороги местного значения - улицы в зонах жилой застройки,,,,01.02.1960,3592.0,,,25 255 807 ОП МП 43,,17:41:40,,тип 2,1.0,1,43,I,145.26,,,"MULTILINESTRING ((11589345.482305553 6829476.8980434835, 11589353.842605522 6829462.56610068, 11589368.771712609 6829449.428486443, 11589400.421419634 6829424.944750821, 11589420.127840988 6829403.446836616, 11589437.44560521 6829375.977279576, 11589463.123669397 6829341.341751134, 11589502.536512107 6829297.151594156, 11589538.9635334 6829254.155765746, 11589591.513990346 6829224.894715856, 11589632.718325906 6829207.576951635, 11589699.003561372 6829187.273365997), (11589699.003561372 6829187.273365997, 11589728.86177554 6829189.064858844))"
200038476,ул. Железнодорожная 1,Иркутская область,,р-н Шелеховский,д Олха,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,2.739,,1,"Из щебня, гравия и песка, обработанных вяжущими",,50.0,60,80,,,автомобильная дорога местного значения,20.08.2024,Венедиктова Ольга Викторовна,,Улицы и дороги местного значения - улицы в зонах жилой застройки,,,,01.11.1989,8217.0,0+000,,25 255 807 ОП МП 41,,11:05:01,,тип 2,48.0,1,41,I,48.5,,,"LINESTRING (11589012.219878173 6829317.86233102, 11588988.333306832 6829255.757245539, 11588978.778678298 6829136.324388843, 11588897.564335745 6829055.11004629, 11588835.459250262 6828964.3410752015, 11588692.139822228 6828926.122561059, 11588606.148165407 6828892.6813611835, 11588472.383365909 6828907.013303988, 11588357.727823481 6828954.786446665, 11588219.185709713 6829055.11004629, 11588066.311653143 6829227.093359931, 11587875.21908243 6829379.967416502, 11587674.571883181 6829485.068330394, 11587516.920512343 6829523.286844537, 11587354.491827236 6829542.396101608, 11587182.508513596 6829518.509530269, 11586967.529371543 6829475.513701858, 11586785.991429366 6829356.080845163, 11586671.335886938 6829293.975759681, 11586585.344230117 6829164.9882744495, 11586432.470173547 6829007.336903611, 11586298.705374049 6828878.34941838, 11586198.381774424 6828735.029990345, 11586102.835489068 6828644.261019257, 11586016.843832247 6828567.823990972, 11585954.738746766 6828486.609648419)"
200038477,ул. Железнодорожная 2,Иркутская область,,р-н Шелеховский,п Летняя,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,1.522,,1,"Из щебня, гравия и песка, обработанных вяжущими",,50.0,40,80,,,автомобильная дорога местного значения,20.08.2024,Венедиктова Ольга Викторовна,,Местные дороги,,,,01.06.1979,4566.0,0+000,,25 255 807 ОП МП 40,,11:09:07,,тип 2,27.0,1,40,I,27.0,,,"LINESTRING (11585455.00872544 6827885.824437441, 11585345.13049728 6827766.3915807465, 11585259.13884046 6827689.95455246, 11585134.928669497 6827556.1897529615, 11585025.050441338 6827474.975410409, 11584970.32108541 6827390.492719384, 11584846.110914446 6827256.727919885, 11584731.455372019 6827132.517748921, 11584587.334109975 6826978.841858343, 11584520.451710226 6826849.854373112, 11584482.233196083 6826778.194659095, 11584448.791996209 6826725.6442021495)"
200038478,ул. Железнодорожная 3,Иркутская область,,р-н Шелеховский,п Дачная,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,3.243,,1,"Из щебня, гравия и песка, обработанных вяжущими",,40.0,60,80,,,автомобильная дорога местного значения,20.08.2024,Венедиктова Ольга Викторовна,,,,,,01.11.1989,9729.0,0+000,,25 255 807 ОП МП 44,,11:32:32,,тип 2,57.4,1,44,I,57.4,,,"LINESTRING (11585632.017046118 6823336.448651413, 11585517.36150369 6823489.322707984, 11585426.592532601 6823752.074992714, 11585350.155504316 6823952.722191963, 11585326.268932978 6824100.818934264, 11585249.831904693 6824244.138362299, 11585251.026233254 6824295.494490679, 11585218.779361947 6824348.044947626, 11585202.05876201 6824393.42943317, 11585176.977862103 6824473.449447156, 11585142.030270323 6824550.951734729, 11585139.641613184 6824601.113534543, 11585133.66997035 6824647.692348654, 11585106.200413309 6824683.522205663, 11585073.672523515 6824764.736548216, 11585047.397295043 6824843.562233634, 11584985.292209562 6824928.3595618885, 11584889.745924205 6825001.213604473, 11584815.697553035 6825033.46047579, 11584757.175453255 6825056.152718563, 11584707.013653442 6825078.844961334, 11584686.710067805 6825100.342875539)"
200038480,Подъезд к СНТ Летняя,Иркутская область,,р-н Шелеховский,д Олха,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,0.238,,1,"Из щебня, гравия и песка, обработанных вяжущими",,30.0,60,80,,,автомобильная дорога местного значения,20.08.2024,Венедиктова Ольга Викторовна,,,,,,01.11.1986,714.0,0+000,,25 255 807 ОП МП 46,,10:53:35,,тип 2,4.0,1,46,I,4.0,,,"LINESTRING (11584785.747931471 6826954.850102459, 11584810.231667094 6826935.143681104, 11584816.800474212 6826916.6315883165, 11584819.78629563 6826892.147852694, 11584821.57778848 6826871.247102772, 11584806.05151711 6826864.08113137, 11584789.928081455 6826863.483967086, 11584763.652852982 6826851.540681417, 11584737.377624508 6826834.82008148, 11584728.420160256 6826809.7391815735, 11584723.642845988 6826791.227088786, 11584719.462696005 6826778.0894745495, 11584712.296724603 6826769.72917458, 11584703.33926035 6826751.814246076, 11584703.936424633 6826739.273796123, 11584700.353438932 6826725.539017603, 11584694.381796097 6826717.775881918, 11584687.81298898 6826714.192896217)"
200038481,"ул. Отвальная, 2",Иркутская область,,р-н Шелеховский,д Олха,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,1.709,,1,"Из щебня, гравия и песка, обработанных вяжущими",,60.0,60,100,,,автомобильная дорога местного значения,30.07.2024,Венедиктова Ольга Викторовна,,Улицы и дороги местного значения - улицы в зонах жилой застройки,,,,01.02.1996,5980.0,0+000,,25 255 807 ОП МП 47,,15:25:21,,тип 2,7010.3,1,47,I,7010.3,,,"LINESTRING (11592706.27895469 6829262.036563518, 11592672.837754816 6829137.826392555, 11592562.959526656 6829070.943992806, 11592433.972041424 6829051.834735734, 11592223.77021364 6829090.053249877, 11592075.673471337 6829104.38519268, 11591989.681814516 6829128.2717640195, 11591736.484158318 6829074.526978509, 11591667.213101435 6829258.45357782, 11591552.557559008 6829435.21420573, 11591437.90201658 6829578.533633764, 11591301.748559931 6829752.905604544, 11591206.202274574 6830015.657889274, 11591179.927046102 6830240.191659861, 11590950.615961246 6830113.592831764)"
200038482,"Автомобильная дорога СНТ  Дачная-2, пер. Белочка",Иркутская область,,р-н Шелеховский,п Дачная,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,0.545,,1,"Из щебня, гравия и песка, обработанных вяжущими",,30.0,40,60,,,автомобильная дорога местного значения,22.12.2023,Венедиктова Ольга Викторовна,,Местные дороги,,,,01.06.1980,1635.0,0+000,,25 255 807 ОП МП 48,,11:55:27,,тип 2,4553.8,1,48,I,4553.8,,,"LINESTRING (11586328.869049981 6822036.385004979, 11586287.067550138 6822022.053062175, 11586248.849035995 6821993.389176568, 11586210.630521853 6821944.421705323, 11586167.634693444 6821899.037219779, 11586146.136779238 6821871.567662739, 11586118.667222198 6821828.571834329, 11586099.557965126 6821797.519291588, 11586045.813179614 6821801.102277288, 11585933.54629432 6821785.576005918, 11585766.340294933 6821746.163163208, 11585701.846552318 6821704.361663365, 11585679.154309545 6821676.892106324, 11585658.850723907 6821650.616877852, 11585623.020866899 6821604.03806374)"
200038483,"Автомобильная дорога СНТ Проектировщик, пер. Проектировщик",Иркутская область,,р-н Шелеховский,п Дачная,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,0.382,,1,"Из щебня, гравия и песка, обработанных вяжущими",,30.0,40,60,,,автомобильная дорога местного значения,20.08.2024,Венедиктова Ольга Викторовна,,Местные дороги,,,,01.11.1989,1146.0,0+000,,25 255 807 ОП МП 39,,12:06:21,,тип 2,3830.2,1,39,I,3830.2,,,"LINESTRING (11585445.777297894 6823663.610763727, 11585398.004155215 6823637.335535253, 11585319.178469796 6823584.785078308, 11585261.850698583 6823532.234621362, 11585221.243527306 6823537.011935629, 11585190.190984566 6823615.837621048, 11585108.976642013 6823682.720020798, 11585027.76229946 6823654.056135191, 11584960.87989971 6823611.060306781)"
200038487,"Автомобильная дорога СНТ Мелиоратор, пер. Мелиоратор",Иркутская область,,р-н Шелеховский,п Дачная,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,0.216,,1,"Из щебня, гравия и песка, обработанных вяжущими",,50.0,40,100,,,автомобильная дорога местного значения,20.08.2024,Венедиктова Ольга Викторовна,,Местные дороги,,,,01.11.1989,648.0,0+000,,25 255 807 ОП МП 51,,13:24:25,,тип 2,1732.6,1,51,I,1732.6,,,"LINESTRING (11583820.715635855 6826488.60430315, 11583787.27443598 6826470.689374646, 11583747.86159327 6826456.357431842, 11583704.86576486 6826442.025489039, 11583652.315307913 6826445.60847474, 11583613.98688817 6826412.9219810385, 11583590.100316832 6826361.56585266, 11583590.100316832 6826325.735995651, 11583586.51733113 6826305.432410013)"
200038486,ул. Центральная,Иркутская область,,р-н Шелеховский,п Дачная,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,5.811,,1,"Из щебня, гравия и песка, обработанных вяжущими",,60.0,40,100,,,автомобильная дорога местного значения,23.08.2024,Венедиктова Ольга Викторовна,,Местные дороги,,,,01.06.1979,17433.0,0+000,,25 255 807 ОП МП 50,,08:33:07,,тип 2,48554.1,1,50,I,48554.1,,,"LINESTRING (11585208.951695204 6828005.938441906, 11585046.523010097 6827829.177813997, 11584965.308667544 6827700.190328766, 11584802.879982438 6827552.093586463, 11584762.272811161 6827538.955972225, 11584761.078482594 6827516.263729453, 11584676.281154342 6827420.717444097, 11584585.512183253 6827328.754144441, 11584476.82828366 6827197.378002076, 11584405.168569643 6827119.746645224, 11584271.403770143 6826977.621545756, 11584175.857484756 6826876.10361755, 11584104.197770739 6826803.249574966, 11584025.37208532 6826717.257918145, 11583958.48968557 6826638.432232725, 11583920.271171417 6826609.768347114, 11583882.052657275 6826554.232068751, 11583861.749071637 6826530.345497412, 11583846.222800266 6826513.624897474, 11583839.653993148 6826487.9468332855, 11583898.773257233 6826389.414726503, 11583925.048485707 6826229.374698532, 11583934.603114242 6825918.849271123, 11583960.878342716 6825706.258786205, 11583917.882514305 6825534.275472564, 11584159.13688483 6825622.655786518, 11584517.435454918 6824669.581590086, 11584818.40625379 6823852.660850288, 11585114.59973842 6823188.614167065, 11585152.818252563 6823014.24219629, 11585186.259452438 6822830.315596978, 11585296.137680598 6822474.405684026, 11585453.789051447 6822094.60919973, 11585594.719822347 6821774.529143785, 11585630.549679356 6821631.209715751, 11585563.667279607 6821533.274773261, 11585484.841594188 6821430.562516502, 11585444.234422911 6821308.741002672, 11585415.570537305 6821225.138002986, 11585346.299480421 6821124.814403363, 11585341.522166153 6821012.547518069, 11585308.080966279 6820675.746862187)"
200038484,"Автомобильная дорога СНТ Сосновый, пер. Сосновый",Иркутская область,,р-н Шелеховский,п Дачная,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,0.29,,1,"Из щебня, гравия и песка, обработанных вяжущими",,20.0,40,60,,,автомобильная дорога местного значения,20.08.2024,Венедиктова Ольга Викторовна,,Местные дороги,,,,01.11.1989,870.0,0+000,,25 255 807 ОП МП 49,,12:53:47,,тип 2,2326.2,1,49,I,2326.2,,,"LINESTRING (11584446.1769563 6826676.139773595, 11584396.015156489 6826654.64185939, 11584311.217828235 6826627.1723023495, 11584207.31124291 6826608.063045278, 11584098.627343316 6826605.674388144, 11584001.886729393 6826609.257373845, 11583960.08522955 6826616.423345247)"
200038485,"Автомобильная дорога СНТ Луч, пер. Луч",Иркутская область,,р-н Шелеховский,п Дачная,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,0.513,,1,"Из щебня, гравия и песка, обработанных вяжущими",,50.0,60,200,,,автомобильная дорога местного значения,14.07.2024,Венедиктова Ольга Викторовна,,Местные дороги,,,,01.11.1989,1539.0,0+000,,25 255 807 ОП МП 38,,21:56:32,,тип 2,4.0,1,38,I,4.4,,,"LINESTRING (11586681.468447873 6821781.355960783, 11586724.464276284 6821661.923104087, 11586800.90130457 6821547.267561659, 11586915.556846997 6821413.50276216, 11587006.325818086 6821289.2925911965, 11587087.54016064 6821227.187505715, 11587178.309131727 6821150.7504774295)"
200038488,ул. Известковая 2,Иркутская область,,р-н Шелеховский,д Олха,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,3.223,,1,"Из щебня, гравия и песка, обработанных вяжущими",,60.0,60,200,,,автомобильная дорога местного значения,14.07.2024,Венедиктова Ольга Викторовна,,Местные дороги,,,,01.11.1994,9669.0,0+000,,25 255 807 ОП МП 52,,21:33:25,,тип 2,31025.5,1,52,I,31025.5,,,"LINESTRING (11589990.572649138 6828695.816816045, 11590076.56430596 6828638.489044831, 11590191.219848387 6828533.388130939, 11590248.5476196 6828399.62333144, 11590286.766133742 6828055.656704157, 11590382.3124191 6827864.564133444, 11590716.724417847 6827587.47990591, 11590907.81698856 6827491.933620553, 11591328.22064413 6827205.294764484, 11591662.632642876 6826985.538308164, 11592121.254812587 6826966.429051093, 11592264.574240621 6826909.101279879, 11592455.666811334 6826603.3531667385, 11592627.650124976 6826412.260596026, 11592694.532524725 6826020.520826064, 11592818.74269569 6825676.55419878, 11592914.288981047 6825561.898656352, 11593248.700979793 6825590.56254196)"
200038479,ул. Железнодорожная 4,Иркутская область,,р-н Шелеховский,п Дачная,,V,0.1,,1,"Из щебня, гравия и песка, обработанных вяжущими",,,,,,,автомобильная дорога местного значения,,,,,,,,,300.0,0+000,,25 255 807 ОП МП 59,,,,,,0,59,,53.3,,,
200038490,"Автомобильная дорога СНТ Дачная, пер. Дачная",Иркутская область,,р-н Шелеховский,п Дачная,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,0.451,,1,"Из щебня, гравия и песка, обработанных вяжущими",,10.0,40,10,,,автомобильная дорога местного значения,22.12.2023,Венедиктова Ольга Викторовна,,Местные дороги,,,,01.06.1970,1353.0,0+000,,25 255 807 ОП МП 54,,12:02:38,,тип 2,3768.0,1,54,I,3768.4,,,"LINESTRING (11586517.67272829 6821832.049672792, 11586554.696913866 6821765.167273042, 11586569.028856669 6821701.867858994, 11586532.004671093 6821624.236502141, 11586520.061385425 6821589.600973699, 11586497.369142652 6821532.273202485, 11586514.08974259 6821465.390802736, 11586560.6685567 6821415.229002924, 11586590.526770875 6821384.176460183, 11586649.048870655 6821343.569288907, 11586676.518427694 6821316.099731866, 11586694.4333562 6821286.241517693, 11586745.78948458 6821255.188974951, 11586762.510084515 6821243.245689282)"
200038489,"Автомобильная дорога СНТ Солнышко, пер Солнышко",Иркутская область,,р-н Шелеховский,п Дачная,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,0.223,,1,"Из щебня, гравия и песка, обработанных вяжущими",,20.0,60,60,,,автомобильная дорога местного значения,20.08.2024,Венедиктова Ольга Викторовна,,Местные улицы,,,,01.11.1989,669.0,0+000,,25 255 807 ОП МП 53,,13:44:04,,тип 2,2161.4,1,53,I,2161.4,,,"LINESTRING (11585445.006264413 6822091.550994908, 11585384.095507499 6822076.024723538, 11585312.43579348 6822059.304123601, 11585259.885336535 6822041.389195097, 11585176.282336848 6822019.891280891, 11585118.954565633 6822010.336652355, 11585066.404108688 6821993.616052418, 11584991.16140897 6821964.952166812)"
200038491,"Автомобильная дорога СНТ Финансист, пер. Финансист",Иркутская область,,р-н Шелеховский,п Дачная,Обычная автомобильная дорога (нескоростная автомобильная дорога),V,0.889,3,1,"Из щебня, гравия и песка, обработанных вяжущими",,50.0,60,60,,,автомобильная дорога местного значения,22.12.2023,Венедиктова Ольга Викторовна,,Местные дороги,,,,01.11.2022,2667.0,0+000,,25 255 807 ОП МП 55,,10:55:16,,тип 2,0.001,1,55,I,0.001,,,"LINESTRING (11586423.791884972 6822333.836012986, 11586373.63008516 6822403.1070698695, 11586335.411571017 6822465.212155351, 11586270.917828402 6822544.037840771, 11586199.258114384 6822594.199640582, 11586110.87780043 6822587.03366918, 11586029.663457876 6822630.029497591, 11585960.392400993 6822649.138754662, 11585898.287315512 6822677.8026402695, 11585816.177226532 6822756.399998167, 11585771.688487414 6822871.283868116, 11585733.469973272 6822983.55075341, 11585697.640116263 6823083.874353034, 11585664.198916389 6823179.420638391, 11585642.701002182 6823265.412295211, 11585652.255630719 6823313.18543789, 11585714.3607162 6823359.131960406)"
200038504,ул Пушкина (0+000 - 1+900),,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,,,,,,,,,,,0.1,,,
200038528,пер Кооперативный (0+000 - 0+630),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200038647,ул Восточная (0+000 - 1+000),,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,,,,,,,,,,,,171120.0,,,
200038698,пер Строителей (0+000 - 0+500),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200038741,Спирин - Павлодар - 1-я Александровка (0+000 - 25+600),,,,,,,,,,,,,,,,,,,,,,,,,,153600.0,,,,,,,,,,,,129982.482,,,
200038736,ул Малиновая (0+000 - 0+200),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200038789,Подъезд к кладбищу (0+000 - 0+600),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200038818,Автомобильная дорога по ул. Речной от д.1 до д.26 в с.Покрово-Марфино (0+000 - 1+300),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200038826,"Московская область, городской округ Чехов, д. Васино (0000+000 - 0001+700)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200038882,пр-кт Ленина (0+000 - 1+258),,,,,,,,,,,,,,,,,,,,,,,,,,7.22,,,,,,,,,,,,1.0,,,
200038923,ул Новая (0+000 - 0+400),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200038950,3 проезд от ул. Центральная до ул. Набережная (0+000 - 0+200),,,,,,,,,,,,,,,,,,,,,,,,,,800.0,,,,,,,,,,,,,,,
200038996,ул Степная (0+000 - 1+000),,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,,,,,,,,,,0.001,,,
200039031,пер Белгородский (0+000 - 0+313),,,,,,,,,,,,,,,,,,,,,,,,,,1096.0,,,,,,,,,,,,,,,
200039081,от х Котовский до х Вдовольский (0+000 - 7+628),,,,,,,,,,,,,,,,,,,,,,,,,,34326.0,,,,,,,,,,,,0.0,,,
200039200,пер Короткий (0+000 - 0+750),,,,,,,,,,,,,,,,,,,,,,,,,,2250.0,,,,,,,,,,,,113.17,,,
200039238,ул Мира (0+000 - 4+000),,,,,,,,,,,,,,,,,,,,,,,,,,32000.0,,,,,,,,,,,,4.4,,,
200039275,Трудовая - канал им. Москвы (0+000 - 6+133),,,,,,,,,,,,,,,,,,,,,,,,,,44100.0,,,,,,,,,,,,1.0,,,
200039291,пр-кт Строителей (0+000 - 1+300),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200039361,ул Дорожная (0+000 - 0+200),,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,34224.0,,,
200039395,Туголуково - Искра (0+000 - 10+150),,,,,,,,,,,,,,,,,,,,,,,,,,60900.0,,,,,,,,,,,,27289.0,,,
200039438,Автомобильная дорога по ул.Романовской от д.1 до д.26 в д.Алексеевке (0+000 - 1+300),,,,,,,,,,,,,,,,,,,,,,,,,,5200.0,,,,,,,,,,,,,,,
200039446,пер Лермонтова (0+000 - 0+588),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200039452,ул Коммунистическая (0+000 - 0+650),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200039448,пер Лермонтова (0+000 - 0+726),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200039517,ул Урожайная (0+000 - 0+320),,,,,,,,,,,,,,,,,,,,,,,,,,1280.0,,,,,,,,,,,,0.001,,,
200039521,пер Титова (0+000 - 0+224),,,,,,,,,,,,,,,,,,,,,,,,,,1344.0,,,,,,,,,,,,0.001,,,
200039599,"""Тамбов - Пенза"" - Инжавино - Уварово"" - Ольшанка - подъезд к с. Ольшанка (0+000 - 1+100)",,,,,,,,,,,,,,,,,,,,,,,,,,6600.0,,,,,,,,,,,,40181.329,,,
200039727,Проезд от Гавриловского шоссе в сторону ОАО «Синтез»,Нижегородская область,г Дзержинск,,,,,1.987,,,Асфальтобетонные,,,,,,,автомобильная дорога местного значения,,,,,,,,13.04.2012,,,,22 421 ОП МГ 171,,,,,,0,171,,,,,
200039728,"Проезд от ул.Буденного, д.1-3 до ул.Петрищева, д.4А",Нижегородская область,г Дзержинск,,,,,0.207,,,Асфальтобетонные,,,,,,,автомобильная дорога местного значения,,,,,,,,13.04.2012,,,,22 421 ОП МГ 172,,,,,,0,172,,,,,
200039729,"Проезд от автодороги «Южный обход
г.Дзержинска» между МКД
№ № 32, 34 по ул. Попова",Нижегородская область,г Дзержинск,,,,,0.232,,,Асфальтобетонные,,,,,,,автомобильная дорога местного значения,,,,,,,,13.04.2012,,,,22 421 ОП МГ 173,,,,,,0,173,,,,,
200039730,Участок автодороги от конечной трассы «Дзержинск-Восточный» до а/д М-7 «Волга»,Нижегородская область,г Дзержинск,,,,,0.519,,,Асфальтобетонные,,,,,,,автомобильная дорога местного значения,,,,,,,,13.04.2012,,,,22 421 ОП МГ 169,,,,,,0,169,,,,,
200039744,проезд Березовый (0+000 - 0+600),,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,1.0,,,
200039778,ул.Парковая (0+000 - 0+200),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200039829,4 проезд от ул. Центральная до ул. Набережная (0+000 - 0+200),,,,,,,,,,,,,,,,,,,,,,,,,,800.0,,,,,,,,,,,,,,,
200039879,ул Заречная (0+000 - 1+181),,,,,,,,,,,,,,,,,,,,,,,,,,6495.5,,,,,,,,,,,,1.0,,,
200040118,ул Советская (0+000 - 0+431),,,,,,,,,,,,,,,,,,,,,,,,,,1939.5,,,,,,,,,,,,,,,
